"quote_id","category_id","category_zh_hant","psychological_need_zh_hant","quote_direction_zh_hant","original_language","quote_original","quote_en","quote_zh_hant","author_en","author_zh_hant","speaker","source_title","source_location","source_url","source_text_url","original_publication_period","author_death","rights_jurisdiction","copyright_status","copyright_basis_zh","copyright_rule_url","author_or_text_evidence_url","translation_note","content_tags","editorial_notes","checked_date"
"HCQ0021","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","For to the fruit giving is a need, as receiving is a need to the root.","For to the fruit giving is a need, as receiving is a need to the root.","果實需要給予，正如樹根需要接收。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Good and Evil","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0074","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","And what desert greater shall there be, than that which lies in the courage and the confidence, nay the charity, of receiving?","And what desert greater shall there be, than that which lies in the courage and the confidence, nay the charity, of receiving?","還有甚麼比願意接受時的勇氣、信任，甚至善意，更值得被珍惜？","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Giving","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0068","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","But let there be spaces in your togetherness, And let the winds of the heavens dance between you.","But let there be spaces in your togetherness, And let the winds of the heavens dance between you.","即使相伴，也為彼此留些空間，讓風能在你們之間起舞。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Marriage","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。 原作談友誼、婚姻或親子等人際關係；此處借作界線與尊重的思考。","2026-09-21"
"HCQ0031","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","And stand together yet not too near together: For the pillars of the temple stand apart, And the oak tree and the cypress grow not in each other’s shadow.","And stand together yet not too near together: For the pillars of the temple stand apart, And the oak tree and the cypress grow not in each other’s shadow.","站在一起，也留一點距離：殿堂的柱子各自站立，橡樹與柏樹也不在彼此的陰影裏生長。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Marriage","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。 原作談友誼、婚姻或親子等人際關係；此處借作界線與尊重的思考。","2026-09-21"
"HCQ0026","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","We must be our own before we can be another's.","We must be our own before we can be another's.","我們先要屬於自己，才能屬於另一個人。","Ralph Waldo Emerson","拉爾夫・沃爾多・愛默生","拉爾夫・沃爾多・愛默生","Essays／《論文集》","Friendship","https://www.gutenberg.org/ebooks/16643","https://www.gutenberg.org/cache/epub/16643/pg16643.txt","1841（所選文章）","1882","Hong Kong","Public domain original — research assessment","原作者卒於1882年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/16643","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 文學／哲思","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0027","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","You are good when you walk to your goal firmly and with bold steps. Yet you are not evil when you go thither limping.","You are good when you walk to your goal firmly and with bold steps. Yet you are not evil when you go thither limping.","你堅定地走向目標，是好的；即使你一拐一拐地前行，也不代表你不好。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Good and Evil","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0049","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","You are good when you are one with yourself. Yet when you are not one with yourself you are not evil.","You are good when you are one with yourself. Yet when you are not one with yourself you are not evil.","與自己和諧相處，是好的；暫時做不到，也不表示你不好。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Good and Evil","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0053","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","文言中文","自知不自見；自愛不自貴。","Know yourself without making a display; love yourself without placing yourself above others.","了解自己而不炫耀，珍愛自己而不自抬身價。","Laozi (traditional attribution)","老子（傳統歸屬）","老子（傳統歸屬）","《道德經》","第72章","https://ctext.org/dao-de-jing","https://ctext.org/dao-de-jing","先秦古籍","古代；生卒年未確定","Hong Kong","Public domain original — research assessment","先秦／漢代傳世古籍原文，歷史作者及文本年代已遠超一般版權期限；只取古文，不含網站現代譯注或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://ctext.org/dao-de-jing","古文保留來源文字；繁體中文白話及英文均為2026-09-21獨立新譯。","護老者; 文學陪伴; C01; 好攰，想抖吓; 中國古典哲學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0059","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","文言中文","大成若缺，其用不弊。","Great completeness seems imperfect, yet its usefulness does not fail.","最完整的成就，看來也可能有所欠缺，卻不妨礙它發揮作用。","Laozi (traditional attribution)","老子（傳統歸屬）","老子（傳統歸屬）","《道德經》","第45章","https://ctext.org/dao-de-jing","https://ctext.org/dao-de-jing","先秦古籍","古代；生卒年未確定","Hong Kong","Public domain original — research assessment","先秦／漢代傳世古籍原文，歷史作者及文本年代已遠超一般版權期限；只取古文，不含網站現代譯注或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://ctext.org/dao-de-jing","古文保留來源文字；繁體中文白話及英文均為2026-09-21獨立新譯。","護老者; 文學陪伴; C01; 好攰，想抖吓; 中國古典哲學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0048","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","If a man does not keep pace with his companions, perhaps it is because he hears a different drummer. Let him step to the music which he hears, however measured or far away.","If a man does not keep pace with his companions, perhaps it is because he hears a different drummer. Let him step to the music which he hears, however measured or far away.","有人跟不上同伴，也許只是聽見了不同的鼓聲。讓他按自己聽見的節奏走吧，不管那節奏多慢、多遠。","Henry David Thoreau","亨利・大衛・梭羅","亨利・大衛・梭羅","Walden／《湖濱散記》","Walden — Conclusion","https://www.gutenberg.org/ebooks/205","https://www.gutenberg.org/cache/epub/205/pg205.txt","1854","1862","Hong Kong","Public domain original — research assessment","原作者卒於1862年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/205","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 文學／哲思","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0169","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","文言中文","故有之以為利，無之以為用。","What is present offers benefit; the empty space makes it useful.","實有的部分帶來便利，留空的部分則讓它發揮用途。","Laozi (traditional attribution)","老子（傳統歸屬）","老子（傳統歸屬）","《道德經》","第11章","https://ctext.org/dao-de-jing","https://ctext.org/dao-de-jing","先秦古籍","古代；生卒年未確定","Hong Kong","Public domain original — research assessment","先秦／漢代傳世古籍原文，歷史作者及文本年代已遠超一般版權期限；只取古文，不含網站現代譯注或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://ctext.org/dao-de-jing","古文保留來源文字；繁體中文白話及英文均為2026-09-21獨立新譯。","護老者; 文學陪伴; C01; 好攰，想抖吓; 中國古典哲學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0029","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","English","Simplicity, simplicity, simplicity!","Simplicity, simplicity, simplicity!","簡單一點，再簡單一點，讓生活簡單一點。","Henry David Thoreau","亨利・大衛・梭羅","亨利・大衛・梭羅","Walden／《湖濱散記》","Walden — Where I Lived, and What I Lived For","https://www.gutenberg.org/ebooks/205","https://www.gutenberg.org/cache/epub/205/pg205.txt","1854","1862","Hong Kong","Public domain original — research assessment","原作者卒於1862年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/205","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C01; 好攰，想抖吓; 文學／哲思","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0042","C01","好攰，想抖吓","容許休息、照顧身體、接受分擔","承認疲累，留白與休息不必靠表現換取；不催促繼續撐下去。","文言中文","致虛極，守靜篤。","Reach the fullest openness within, and hold firmly to stillness.","讓心騰出空間，好好守住那份安靜。","Laozi (traditional attribution)","老子（傳統歸屬）","老子（傳統歸屬）","《道德經》","第16章","https://ctext.org/dao-de-jing","https://ctext.org/dao-de-jing","先秦古籍","古代；生卒年未確定","Hong Kong","Public domain original — research assessment","先秦／漢代傳世古籍原文，歷史作者及文本年代已遠超一般版權期限；只取古文，不含網站現代譯注或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://ctext.org/dao-de-jing","古文保留來源文字；繁體中文白話及英文均為2026-09-21獨立新譯。","護老者; 文學陪伴; C01; 好攰，想抖吓; 中國古典哲學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
